12	12	W zeszłym roku okazało się że cierpię na twe kulszową. Ból dokuczał mi bardzo często. Wybrałam Panią Annę Kowalską dzięki opiniom na znanym lekarzu. Okazało się że kwalifikacje to nie wszystko. Anna Kowalska jest doskonałym specjalistą ale również uważnie słucha tego co ma się do przekazania, przeanalizowała wszystkie moje dolegliwości i dobraliśmy odpowiednią częstotliwość zabiegów. Dzięki niej ból przeszedł. Ogromna wiedza i kompetencje.
11	11	W związku z tym jubileuszem w środę ŚCCS odwiedzi prezydent RP Jan Kowalski, weźmie udział w XXIV Międzynarodowej Konferencji Kardiologicznej „Postępy w rozpoznawaniu i leczeniu chorób serca, płuc i naczyń”. „To był 1977 r. Pierwszym etapem leczenia zawału była wtedy śmiała inicjatywa prof. Jana Kowalskiego, który polecił mi zorganizować karetkę kardiologiczną, jako że od roku wcześniej dyżurowałem w karetce reanimacyjnej. To był strzał w dziesiątkę - skrócił się czas oczekiwania na lekarza, rozpoznanie i wstępne leczenie było stawiane już w domu chorego, czas transportu z domu do szpitala był bezpieczny, bo w otoczeniu lekarza kardiologa i pielęgniarki. Niejednokrotnie dochodziło do zatrzymania krążenia w czasie transportu. Mając aparat do defibrylacji, przywracaliśmy prawidłowy rytm. Ci chorzy nigdy by nie przeżyli, oni by zmarli, gdyby byli transportowani zwykłą karetką” – wspominał podczas wtorkowej konferencji prasowej w Zabrzu prof. Jan Kowalski.
14	14	Badacze potrafią wprawdzie nazwać i zlokalizować geny odpowiedzialne za rzadkie choroby poliglutaminowe, wciąż jednak nie poznali mechanizmów ich powstawania. Tego zadania podjął się zespół badawczy z Instytutu Chemii Bioorganicznej Polskiej Akademii Nauk w Poznaniu. Uczestnicząca w jego pracach mgr Anna Kowalska - stypendystka programu L’Oréal Polska Dla Kobiet i Nauki w ramach swojej pracy doktorskiej prowadzi badania nad "jądrowymi skupieniami RNA w komórkowych modelach chorób poliglutaminowych". "Badając pojedyncze komórki wyjaśniam, jak dochodzi do pojawienia się chorób genetycznych i jakich narzędzi należy użyć, aby skutecznie je zwalczać. Współczesna medycyna pozwala jedynie łagodzić objawy badanych przeze mnie chorób genetycznych. Chciałabym, aby wyniki moich badań prowadziły do znalezienia sposobu na ich skuteczne zwalczanie poprzez nowe podejście terapeutyczne" - wyjaśnia Anna Kowalska.
13	13	Jak ocenia Jan Kowalski, 100 dB utrudnia zdecydowanie rozumienie mowy, poruszanie się w świecie dźwięków, zaburza naszą percepcję. Progiem bólu jest 120 dB i więcej. Wzrost o 1 dB powyżej pewnego progu oznacza dwukrotny wzrost głośności. Między 100 a 120 dB jest zatem 4-6 razy głośniej. Są to progi lotniskowe, dlatego wszyscy pracujący na płytach lotnisk mają ochronniki słuchu. Nauczyciele i uczniowie ich nie mają, a przecież to liczna grupa ludzi narażona na stres spowodowany hałasem. „Nauczyciele i dzieci są poddawani temu hałasowi okresowo co 45 minut. Słuch nie ma szansy wrócić do normalnej sprawności po jednej lekcji. Jeśli przez 10 minut mamy ekspozycję na 100 dB hałas, wymaga to 100 minut odpoczynku w warunkach komfortowych. Komfort dla ucha to jest między 40 a 50 dB, czyli po 10 minutowej przerwie dziecko powinno mieć ponad dwie godziny lekcyjne ciszy, żeby jego układ słuchowy wrócił do pełnej sprawności. Mówimy zatem o czymś, co jest nierealne” – przyznaje Jan Kowalski.
16	16	W piątek idę pierwszy raz na wizytę do tego lekarza. Wcześniej miała Anna Kowalska trochę niemiłych doświadczeń. Mam nadzieję, że się to wkrótce zmieni :-) Chciałaby Anna Kowalska dołączyć do grona stałych i zadowolonych pacjentek. Tutaj też znalazła Anna Kowalska informację o lekarce, którą poleciła Jan Kowalski znajoma. Wyobraźcie sobie, że kobieta ta ma -5% w rankingu!!! Bardzo pomocny ten portal :-)
15	15	Doktor jest rewelacyjnym specjalistą i fajnym subtelnym człowiekiem! Dyskretny, niepanikujący, niezacietrzewiony, pozytywny, konkretny, do tego delikatny i uprzejmy, nadto troskliwy i pomocny. Przeszłam pod jego opieką całą ciążę i nie wyobrażałam sobie - aż do pierwszego zetknięcia z tym lekarzem - że ginekologia/położnictwo może przybierać tak sympatyczne i ludzkie oblicze przy zachowaniu pełnego profesjonalizmu i poszanowaniu aspektu merytorycznego. Wizyty u doktora były taką fuzją. W rezultacie z radością oczekiwałam na każdą kolejną. Towarzyszyło mi przekonanie, że doktor ma szeroką i głęboką, do tego bardzo praktyczną wiedzę, a do tego rozumie, jaką radością jest dla mnie nowy ludzik i że cieszy się tym stanem ze mną:) Tak było za każdym razem - badania przeprowadzano bardzo sprawnie, delikatnie, a przy tym skutecznie, wywiad był dogłębny, ale nie przesadnie dociekliwy czy też niepotrzebnie wydłużony. Każde moje pytanie doktor traktował z uwagą, dając na nie pełną odpowiedź, w efekcie czego nie miałam ani cienia wątpliwości, że trafiłam na dobrego fachowca - jakkolwiek oklepanie to nie zabrzmi. Szczerze polecam tego lekarza kobietom oczekującym kompetencji i partnerskiego traktowania.
18	18	Szczerze odradzam tego lekarza jako prowadzącego ciążę. Nie wypisuje skierowań na badania laboratoryjne mimo, że każe je zrobić i przynieść, bezczelnie kłamie, że nie są refundowane (np. toxo, różyczka, HIV, HCV). Do 16 tc nie zrobił mi żadnego USG (nawet tego obowiązkowego, przesiewowego), a skierowanie dał tylko na krew i mocz!!! Na pytanie o inne skierowania czy USG stwierdził, że jestem "młoda, szczupła i zdrowa" więc po co mi. Badanie ginekologiczne - bez rękawiczek, trwa może 10 sekund. A no i według szanownego pana doktora "liczne bakterie w moczu" u ciężarnej to nie problem i nie trzeba z tym nic robić... Na ostatniej wizycie powiedział, że ciężarna to tylko problem. Lekarz nadający się jedynie do wypisania recepty na tabletki antykoncepcyjne. Robi to bez problemu Jan Kowalski a czasem nawet Anna Kowalska w rejestracji. A no i też załapała m się przed ciążą na wypalanie nadżerki. Oczywiście prywatnie... NIGDY PRZENIGDY NIE POZWÓLCIE, ŻEBY PROWADZIŁ WASZĄ CIĄŻĘ!!!
17	17	Zazwyczaj wystawiam mało opinii, ponieważ brakuje mi na to czasu. Jednakże tym razem głęboko czuję, że jestem to winien Panu Janowi Kowalskiemu. A to z dwóch powodów: 1. zapisując się na wizytę u tego specjalisty sam kierowałem się opiniami na Jego temat, a po 2. jestem szczerze zachwycony przebiegiem wizyt. Zacznę od tego, że od 2 lat szukam pomocy, gdyż cierpię na przeciążeniowe bóle pleców w dolnym odcinku, a od niedawna doskwiera mi ból szyi, głowy oraz mrowienie prawej ręki. Pomijam wizyty u lekarzy specjalistów bo w wielkim skrócie to tragedia (głównie leki przeciwbólowe i rozluźniające mięśnie). Inni stwierdzali, że "taki mój urok" lub stresy. Lekko już zrezygnowany umówiłem się do Pana Jana Kowalskiego. I tu wielkie zaskoczenie. Nie dość, że młody człowiek, pełen energii to dokładnie mnie wysłuchał, przeczytał wszystkie opisy badań, sam zbadał, wszystko mi wytłumaczył, omówił, obalił pewne mity, przedstawił plan działania i zalecił ćwiczenia. I co najważniejsze problemy z moją "górą" praktycznie się skończyły (pomijam, że niektórzy lekarze już przesądzili moje losy - raczej operacja, bo nic nie pomoże), a dół nie do końca odpuścił, ale jest o niebo lepiej. Zresztą sam Pan Jan Kowalski mówił, że procesy regeneracyjne jeszcze trochę potrwają. Jeszcze raz bardzo dziękuję za pomoc i udzielone wsparcie. Jeżeli ktoś się zastanawia czy warto... to moim zdaniem naprawdę warto! Pozdrawiam S. K.
19	19	W lutym podała się u Pani Doktor zabiegowi wypełnienia ust kwasem hialuronowym. Zabieg kwasem hialuronowym nawilżył usta, poprawił kontur ust i profil twarzy. Do zabiegu nie trzeba się specjalnie przygotowywać. Powiększenie ust przebiegło w znieczuleniu miejscowym – z użyciem kremu znieczulającego. Zabieg trwał kilkanaście minut, przebiegł dość przyjemnie i delikatnie. Pani Doktor wykazała się ogromną cierpliwością i wyrozumiałością co do zadawanych przeze mnie pytań i na każde pytanie udzieliła wyczerpującej odpowiedzi. Zabieg został rozłożony na dwa etapy ze względów adaptacyjnych, ponieważ bałam się przerysowanego efektu i wolałam taką zamianę wprowadzać stopniowo. Rezultaty po zabiegu są natychmiastowe, warto wiedzieć aby na zabieg nie umawiać się w środku tygodnia, gdyż niedługo po zaaplikowaniu substancji, mogą pojawić się opuchlizna lub siniaki jak w moim przypadku o czym zostałam poinformowana przez Panią Doktor. Na drugi dzień nie było po nich śladu a opuchlizna zeszła po dwóch dobach. Jednak muszę przyznać, że opuchlizna pojawia się tylko po pierwszym zabiegu, a przy kolejnej aplikacji kwasu hialuronowego w ogóle nie ma już miejsca. Spokojnie mogę polecić Doktor efekt mojego zabiegu jest idealny, Usta są naturalne, nawilżone, pełniejsze ale nie przerysowane!!! Polecam Polecam Polecam Odpowiedni człowiek na odpowiednim miejscu.
20	20	Z historią moich zranień, głębokich, trudnych do zniesienia traum, mających korzenie w dzieciństwie, a potem tylko rozwijających się, bo aż do dorosłości, nie uświadomionych, nie przepracowanych, w efekcie tylko nawarstwiających się, aż do wystąpienia choroby - w każdym człowieku postrzegam potencjalnego jeśli nie krzywdziciela, wroga, to na pewno człowieka, który mnie nie zrozumie, wyśmieje, poniży, skrytykuje. Po drugiej wizycie u Pana Jana Kowalskiego, zaczynam czuć się trochę bezpieczniej, nabieram zaufania, zaczynam postrzegać jako lekarza i człowieka, który chce mi pomóc, szanuje mnie, mimo moich dolegliwości. Pan doktor pozwala pacjentowi dostosować przebieg wizyty do predyspozycji. Jednocześnie jest konkretny, kontroluje jej przebieg, ale nie wywiera presji. Umie wskazać niewłaściwe toki myślenia, umie też wykazać kiedy pacjent myśli zupełnie prawidłowo. Moje wrażenia są bardzo pozytywne, choć trudno mi je ująć w słowa. To, czego mi brakuje to dłuższa rozmowa, ale jako pacjent z wieloletnią historią, zdaję sobie sprawę, że lekarz psychiatra zajmuje się gównie diagnozą i leczeniem farmakologicznym konkretnego schorzenia, dolegliwości. Dlatego zapisałem się również na psychoterapię behawioralną w celu opanowania lęku. Pan Jan Kowalski dobrze dobrał mi lekarstwo, słucha uwag pacjenta. Nie traktuje chyba pacjenta jak "wariata". Po pierwszej wizycie leki miałem trochę gorzej dobrane, ale też i mój stan oraz zadanie do wykonania było zupełne inne. Mam negatywne doświadczenia z lekami, źle na nie reaguję (mam rozległą alergię). Tym razem lek działa na mnie dobrze i mam nadzieję, że po dłuższym okresie zażywania, jego działanie nie zmieni się na gorsze. Choć jak zwykle niepokoi mnie, że ulotka ostrzega, by zażywania leku nie przerywać nagle i bez kontroli lekarskiej. Bo to znaczy, że jednak nie ma leków, które nie uzależniają (być może bardziej chodzi tu o ryzyko powrotu objawów choroby z tzw. odbicia) i które są bezpieczne. Mam nadzieję, że po podjęciu terapii, będę mógł stopniowo zmniejszać dawki i jakoś próbować radzić sobie z życiem bez farmakologii...
22	22	Już w telefonie odczułem konkretność, ale i życzliwość. Dopiero w maju będę mógł być ze swoją narzeczoną, ale pojadę, choć to 200km od nas. Dzwoniłem do lekarzy od samej góry rankingu, ale dopiero na doktor Annie Kowalskiej się zatrzymałem, bo rozmowa przez telefon mnie po raz pierwszy zachęciła. To dopiero początek, ale zachęcony jestem. Dodatkowo dobrze usposobiła mnie opinia po lekturze mądrych porad Pani Doktor na forum w internecie.
21	21	Konsultant krajowy w dziedzinie hematologii prof. Jan Kowalski powiedział PAP, że morfologię krwi obwodowej należy włączyć do badań okresowych wykonywanych w ramach medycyny pracy. „Od 1996 r. nie jest ona już badaniem obowiązkowym dla wszystkich pracowników, a szkoda, ponieważ dzięki niej u wielu osób można byłoby wcześniej wykryć poważne schorzenia np. białaczki” – podkreślił. „Lekarz medycyny pracy może zlecić badanie krwi, ale wyłącznie pracownikom narażonym na szkodliwe czynniki w miejscu pracy” – powiedział krajowy konsultant w dziedzinie medycyny pracy lek. Jan Kowalski. Dodał, że na razie jedynie niektóre firmy dobrowolnie włączają do pakietu medycznego morfologię, żeby zwiększyć swą konkurencję na rynku pracy.
24	24	To była moja pierwsza wizyta u Pani doktor i z pewnością wrócę, ponieważ jestem zadowolona z jej przebiegu. Pani doktor przeprowadziła ze mną dość dokładny wywiad, wykonała usg tarczycy i zleciła mi badania po wykonaniu których mam ponownie przyjść na wizytę w celu ustalenia dalszego leczenia. Polecam.
23	23	Liczyłam, że wizyta w centrum Medicover będzie wyglądać inaczej niż opisywane na tym portalu... wizyta trwała 3 minuty, z czego 2 zajęło doktorowi Janowi Kowalskiemu wypisanie recepty. Już zanim zdążyłam cokolwiek powiedzieć lekarz już wiedział co mi przepisze - nawet jeszcze nie zobaczył wszystkich wyników. Na moje pytanie o dodatkowe badanie krwi odpowiedział "no tak, boi się pani, bo to tabletki na całe życie, tak, tak" - nie przerywając wypisywania recepty. "Leczenie" dr Jana Kowalskiego polega na wypisywaniu recept, a nie na znajdowaniu przyczyn choroby.
26	26	Z przykrością muszę stwierdzić, że wizyta nie należała do najprzyjemniejszych. Nie dowiedziała się w zasadzie niczego konkretnego, nie został przepisany mi żaden lek (mimo wszystkich oznak wskazujących na niedoczynność tarczycy). Wizyta trwała 10 minut, Anna Kowalska co chwila spoglądała na telefon. Po wyjściu z gabinetu czuła się, jakby żadnej wizyty nie odbyła - jedynie odczuł to Jan Kowalski.
25	25	Co do kompetencji to nie jestem w stanie się wypowiedzieć. Ale podejście do pacjenta i organizacja stanowczo mnie zniechęciły. Jan Kowalski miał dla mnie tylko kilka minut, zrobił usg i powiedział że wszystko ok, ale nie był zainteresowany moimi dolegliwościami i wątpliwościami, nawet ich nie wysłuchał do końca. Uznał, że to była tylko wizyta na usg bo przez telefon mówiła m.in. o torbieli, a miał innych pacjentów na tę godzinę i aby mnie wysłuchał to musiałabym się umówić na inną wizytę. Szkoda tylko, że mi o tym nie powiedział przy rejestracji, że to taki rodzaj wizyty. Nie fatygowałabym się przez całe miasto z nadzieją, że ktoś mi faktycznie pomoże i nie ponosiłabym dodatkowych kosztów.
27	27	Znakomite podejście do pacjenta, nie wyciąganie i naciąganie na kasę jak to jest w innych gabinetach, Pani Dr bardzo delikatna i sympatyczna a zęby poleczone w sposób nie do odróżnienia od nieleczonych, siostra też OK ale polecałabym bardziej Panią Dr Annę Kowalską
28	28	Specjalista z NCBJ dodał, że na sympozjum w Japonii, w którym uczestniczył, prezentowano wyniki pomiarów prowadzonych po awarii, które objęły mieszkańców i pracowników. „Zdecydowana większość badanych otrzymała dawki poniżej 1 milisiwerta, czyli poniżej tego, co – zgodnie z przepisami – może dostać człowiek nienarażony zawodowo. Większe dawki otrzymało 2-3 proc. przebadanych, przy czym najwyższe były rzędu 3 milisiwertów” – podkreślił Jan Kowalski. Zwrócił też uwagę, że spora grupa ekspertów uważa, że obowiązujące normy są zbyt rygorystyczne i mogłyby być wyższe. „Zgodnie z raportem UNSCEAR (Komitet ONZ ds. Skutków Promieniowania Atomowego – PAP) dawka, po której pojawia się ryzyko zmian chorobowych, to 100 milisiwertów” – podkreślił.
30	30	Chcę bardzo polecić dr. Jana Kowalskiego, ponieważ, w moim odczuciu jest on fachowcem wysokiej klasy i bardzo troskliwym człowiekiem. Już przed wizytą, łatwo było zauważyć nie tylko wysoką kulturę osobistą doktora, ale też jego pogodne usposobienie. W trakcie wizyty taktownie słucha, umiejętnie dobiera słowa i jest gotowy udzielić wyczerpujących odpowiedzi. W międzyczasie robi dokładne notatki. Na głos wyciąga wnioski, aby je skonfrontować z odczuciami pacjenta i potwierdzić. Po ustaleniu odpowiedniej diagnozy jasno opisuje dobrany lek, jego działanie i ostrzega o ewentualnych skutkach ubocznych. W moim przypadku potrzebny był dodatkowy lek o szybkim działaniu. Doktor na koniec pisze też pomocną notatkę instrukcjami dla pacjenta. Pozdrawiam
29	29	Wybór zarządu padł na kraje o stosunkowo niskich kosztach wprowadzania produktów na rynek: Czechy, Węgry, Słowację, Słowenię oraz Rumunię. Środki otrzymane z NCBR spółka przeznaczy na opracowanie i weryfikację strategii wejścia na rynki zagraniczne. Umiędzynarodowienie działalności będzie się łączyć z udziałem w targach, szkoleniach i spotkaniach biznesowych. „W dalszej perspektywie planujemy wprowadzenie na rynki zagraniczne całej oferty produktowej przedsiębiorstwa oraz preparatów, które pozostają obecnie w przygotowaniu. Aktualnie mamy w swoim portfolio 11 preparatów. Linia Calmapherol to 4 preparaty – dla pacjentów z podrażnioną, zaczerwienioną i swędzącą skórą. Na linię Calmapherol Baby składają się 3 preparaty pielęgnacyjne dla niemowląt i dzieci z atopowym zapaleniem skóry. Dla osób z suchą i przesuszoną skórą przygotowaliśmy linię Idravitae, natomiast dla tych, którzy mają skłonności do opryszczki, mamy innowacyjny preparat Celip duo” – wylicza Jan Kowalski.
31	31	Dr Jan Kowalski jest w porządku, rok temu robiła mu niego nos, niestety nie wyszedł tak jak bym chciała i nadal mi się bardzo nie podobał. Pan doktor zrobił mi poprawkę i nie wziął pieniędzy ode mnie, bo to uczciwy lekarz, który rozumie pacjenta, panu doktorowi mój nos się podobał i to bardzo, mnie nie ale uszanował moje zdanie.
32	32	Wybrałem Jana Kowalskiego jako swojego lekarza POZ. Po pierwszej wizycie mogę powiedzieć, że to bardzo miły człowiek, spokojny, służący radą, tłumaczący sprawy, o które nie był pytany, a które mogą się okazać pomocne. Nie przyznam oceny, gdyż na razie nie korzystałem z jego pomocy przy żadnym problemie; po prostu poprosiłem o receptę na leki, które muszę przyjmować. Ciekawe, że okazało się, że może ich przepisać znacznie więcej niż mi wcześniej mówiono, żeby starczyło mi na dłużej - z tego byłem bardzo zadowolony. Myślę, że farmaceuci w aptece też byli bardzo zadowoleni, że nie musieli się domyślać co doktor mi przepisał - receptę wypisał na komputerze i wydrukował. Drobiazg, ale po wizytach u lekarzy w mniejszych miastach zaczyna się mieć trochę wiary w to, że może nie jesteśmy technologicznie aż tak daleko za Murzynami ;) Swoją drogą cały Dolmed wydaje się niezłym centrum medycznym. Podobno za jakiś czas będzie można rejestrować się on-line. Na razie mogę polecić jeśli ktoś szuka miłego i uczynnego internisty. Z informacji przy gabinecie wynika, że Jan Kowalski specjalizuje się w diabetologii. Mam nadzieję nie musieć sprawdzać jego wiedzy w tej dziedzinie.
34	34	Na pewno bardzo sympatyczna pani dr. Natomiast bardziej mi zależy na pomocy niż odbyciu miłej pogawędki. Nie dostałam przykładowej diety do dziś, a zalecenia okazały się nietrafione w przypadku moich dolegliwości. Jestem zawiedziona, na wizytę czekałam długo i musiałam poświęcić czas na dojazd. To była moja pierwsza wizyta u dietetyka, a ponieważ nic mi nie dała, czuję się zniesmaczona i zniechęcona.
33	33	Potwierdzam to, że dr Jan Kowalski nie leczy, tylko operuje. Chodzić do niego na wizytę po to, żeby wyleczył, to bez sensu. On jest nastawiony tylko na operację, nie leczenie. On sam to mówi. Więc jeżeli się wybieracie do niego, to tylko po to, żeby umówić się na operację. Ale 300 zł za taką wizytę jest dosyć dużo. Ja też byłam na wizycie i też liczyłam na to, że pomoże mi w moich problemach, ale on jest nastawiony tylko i wyłącznie na przeprowadzenie operacji. Więc jeżeli ktoś liczy na to, że zapłaci 300 zł i usłyszy od niego coś innego niż mówią inni lekarze, to straci 300 zł. Mój znajomy robił u niego operację i jest zadowolony. Moja laryngolog też do niego skierowała mnie na operację. Muszę się zastanowić.
36	36	Serdecznie wszystkim odradzam Pana profesora Radwana. Ma on już swoje lata i wiele rzeczy zapomina. Mnie na przykład przepisał hormony, których nie powinnam brać, i dopiero pani z recepcji, gdy zadzwoniłam, poinformowała mnie o tym, a od profesora nawet nie usłyszałam słowa przepraszam. Za każdym razem kazali mi za coś płacić, a jak się później okazywało, miałam to wliczone w cenę i zwracali (oczywiście, jak się upomniałam). Kontakt z profesorem zerowy! Oczywiście na pierwszej wizycie zapewniał, że zawsze można dzwonić i pytać. Nigdy tego nie nadużywałam i raz jedyny, gdy zadzwoniłam z bardzo ważnym pytaniem, kazał powtórzyć, że konsultacji przez telefon nie udziela. Profesor ma tyle pacjentów, że nigdy na nic nie ma czasu i wizyta u niego trwa 5 do 7 minut. Przez to człowiek nawet nie ma czasu zadać ważnych dla niego pytań.
