line_number	opinion_number	domain	original_text	translated_text	timestamp
96	96	medycyna	W celu wykrycia raka nerki nie wykonuje się tzw. badań przesiewowych, podobnych do tych, jakie wykorzystywane są w przypadku raka piersi, szyjki macicy u kobiet oraz raka jelita grubego. Takim badaniom poddawane są wszystkie osoby w określonym wieku, np. po pięćdziesiątym roku życia (rak piersi i jelita grubego). Dr Anna Kowalska twierdzi, że warto raz w roku poddać się badaniom USG, które są już powszechnie dostępne. „Jest wtedy duża szansa, że rak nerki zostanie w porę wykryty” – podkreśliła na konferencji w PAP poświęconej rakowi nerki dr Anna Kowalska. Jej zdaniem powinni o tym szczególnie pamiętać mężczyźni po 45. roku życia, najbardziej narażeni na ten typ nowotworu.	"To detect kidney cancer, so-called screening tests, similar to those used for breast cancer, cervical cancer in women, and colorectal cancer, are not performed. Such tests are administered to all individuals of a certain age, for example, after the age of fifty (breast and colorectal cancer). Dr. Anna Kowalska claims that it is worth undergoing an ultrasound examination once a year, which is now widely available. ""There is then a high chance that kidney cancer will be detected in time,"" emphasized Dr. Anna Kowalska at a press conference at PAP dedicated to kidney cancer. In her opinion, men over the age of 45, who are most at risk for this type of cancer, should particularly remember this."	2025-08-22T13:42:54.896798
97	97	medycyna	Pani doktor jest rzeczowa, odpowiada na każde pytanie konkretnie, nie ogólnikami, co jest bardzo istotne. Spodobało mi się również podczas wizyty u Anny Kowalskiej jej szczera opinia i podejście do badań, szczególnie do ogromu badań (często niepotrzebnych) zlecanych przez prywatnych ginekologów. Sama byłam w poprzednim miejscu zamieszkania pacjentką prywatnego gabinetu i wiem, jak to wyglądało z ilością badań (co się wiąże oczywiście z kosztami, i to niestety niemałymi). Zostało mi wszystko wyjaśnione, otrzymałam odpowiedzi na pytania, badanie przebiegło szybko, rozmowa była konkretna. Jedynie czego mi brakowało, to może większego uśmiechu czy sympatii do pacjenta.	The doctor is very matter-of-fact and answers every question specifically, not in general terms, which is very important. I also liked Anna Kowalska's honest opinion and approach to examinations during the visit, especially regarding the multitude of tests (often unnecessary) ordered by private gynecologists. I was a patient at a private clinic in my previous place of residence myself, and I know what it was like in terms of the number of tests (which, of course, relates to costs, and unfortunately, not small ones). Everything was explained to me, I received answers to my questions, the examination was quick, and the conversation was to the point. The only thing I missed was perhaps a bit more of a smile or friendliness toward the patient.	2025-08-22T13:43:54.879816
98	98	medycyna	Jak przyznaje rozmówczyni PAP, to, że młode, zdrowe osoby mają problem z prawidłowym wykonaniem nieznanych zadań kuchennych, jest rzeczą naturalną. Dla naukowców najważniejsze było jednak sprawdzenie, z jakim rodzajem zadań badani mają najwięcej problemów, co sprawia im największe trudności, które funkcje poznawcze są niezbędne do ich wykonania oraz jaka aktywność zachodzi w ich mózgach. „Zauważyliśmy, że w obu zadaniach kuchennych uczestnicy potrzebowali tyle samo czasu na nauczenie się wszystkich zadań, jak i ich wykonanie. Jednak osoby z nieintuicyjnymi zadaniami kuchennymi wykonały znacznie więcej czynności w niepoprawnej kolejności. Większość tych nieznanych zadań kuchennych była też błędnie wykonana. Badani zapominali też o wykonaniu znacznie większej liczby nieznanych zadań kuchennych oraz zastępowali je nowymi, wymyślonymi przez nich samych czynnościami” – opisuje Anna Kowalska.	"As the interviewee from PAP admits, it is natural for young, healthy individuals to struggle with correctly performing unfamiliar kitchen tasks. However, for the scientists, the most important aspect was to determine which types of tasks posed the greatest challenges for the participants, what caused them the most difficulty, which cognitive functions are essential for performing these tasks, and what brain activity occurs during the process. ""We observed that in both kitchen tasks, participants needed the same amount of time to learn all the tasks as well as to perform them. However, those with non-intuitive kitchen tasks performed significantly more actions in the incorrect order. The majority of these unfamiliar kitchen tasks were also executed incorrectly. The participants also forgot to perform a significantly larger number of unfamiliar kitchen tasks and replaced them with new actions they invented themselves,"" describes Anna Kowalska."	2025-08-22T13:43:57.237387
100	100	medycyna	Witam! Niewiele mogę powiedzieć dobrego (w sumie ani złego) o doktorze Janie Kowalskim, bo i sam niewiele podczas wizyty powiedział. Wywiad lekarski polegał na pytaniu: czy pani sika w nocy? Nie było badań, nawet zleconych. Za to była recepta na medykamenty, które odradzono mi w aptece, jak się później okazało – słusznie. Może takie mówienie o sikaniu jest luźne i – przede wszystkim – ludzkie, ale mnie krępowało i nieco zniesmaczyło. A na pewno skutecznie zniechęciło do tego specjalisty. Jednak każdy pacjent ma inną wrażliwość i inne wymagania, więc wystawiam ocenę: neutralny.	"Hello! I can't say much good (or bad, for that matter) about Dr. Jan Kowalski, since he didn't say much during the appointment either. The medical interview consisted of the question: ""Do you pee at night?"" There were no examinations, not even any ordered. However, there was a prescription for medications that I was later advised against at the pharmacy—rightly so, as it turned out. Maybe talking about peeing is casual and—above all—human, but it made me uncomfortable and somewhat put off. And it certainly effectively discouraged me from seeing this specialist. However, every patient has different sensitivities and expectations, so I give a neutral rating."	2025-08-22T13:44:32.875716
99	99	medycyna	Zaburzenie widzenia barw towarzyszy też chorobom plamki, ponieważ w niej właśnie jest największe zagęszczenie czopków, dzięki którym odbieramy kolor. „Ponieważ ta choroba przede wszystkim upośledza ostrość wzroku, to pacjenci głównie skarżą się jednak, że źle widzą, a nie, że źle widzą barwy” – zaznaczyła Anna Kowalska. Zdolność widzenia barw można też utracić w wyniku urazu mózgu, nawet jeśli narząd wzroku nie został uszkodzony. „Sprawa widzenia kolorów zaczyna się w siatkówce, ale tak naprawdę realizuje się na poziomie mózgu. To dzieje się na bardzo wielu poziomach. Nawet ci, którzy nie mają daltonizmu, widzą świat w różnych tonacjach, w zależności od indywidualnej konfiguracji elementów światłoczułych w siatkówce i zdolności mózgu. Różnice w widzeniu barwnym bardzo pięknie przedstawiają nam artyści plastycy. Tonacje w malowanych przez nich obrazach zmieniają się w zależności od tego, w jakim byli wieku, czy mieli zaćmę, czy mieli jakieś choroby siatkówki – to wszystko zmienia ich percepcję barwną” – mówiła okulistka.	"Color vision impairment also accompanies macular diseases because it is in the macula where the highest concentration of cones—which enable us to perceive color—is located. ""Since this disease primarily impairs visual acuity, patients mainly complain about poor vision rather than poor color perception,"" emphasized Anna Kowalska. The ability to see colors can also be lost as a result of a brain injury, even if the visual organ itself remains undamaged. ""The process of color vision begins in the retina but is actually realized at the brain level. This happens across many levels. Even those who are not colorblind see the world in different tones, depending on the individual configuration of light-sensitive elements in the retina and the brain's capabilities. Differences in color vision are beautifully illustrated by visual artists. The tones in their paintings change depending on their age, whether they had cataracts, or if they suffered from any retinal diseases—all of this alters their color perception,"" the ophthalmologist explained."	2025-08-22T13:44:40.707792
102	102	medycyna	Pani doktor jest bardzo delikatna, wygląda na bardzo młodą. Przeprowadza dokładny wywiad z pacjentem, wykonała badanie skóry głowy i włosów pod urządzeniem z mikroskopem i zleciła badania hormonalne. Trudno oceniać po pierwszej wizycie. Na razie nie dostałam żadnych wskazówek co do dalszej diety i pielęgnacji, zostały tylko zlecone badania. Wypowiem się szerzej po kolejnej wizycie.	The doctor is very gentle and looks very young. She conducted a thorough interview with the patient, performed a scalp and hair examination under a microscope-equipped device, and ordered hormonal tests. It's difficult to assess after the first visit. So far, I haven't received any guidance regarding further diet and care; only tests have been ordered. I will provide a more detailed opinion after the next visit.	2025-08-22T13:45:10.965482
101	101	medycyna	To najlepszy specjalista w tej branży we Wrocławiu. Faktycznie, czasami jest strasznie sztuczny z tym swoim uśmieszkiem i zdrobnieniami – pewnie przez rutynę; grunt, że stara się o atmosferę. Większość jego pacjentów to dzieci, a po kilkunastu latach pracy z nimi też uśmiechałby się przez zaciśnięte zęby ;) Jeśli chodzi o siłowe zagrania, to uważam to za zaletę. W kilku przypadkach, wkładając więcej siły, zdecydowanym ruchem wykonywał sprawniej np. zdjęcie łuku. Wolę to niż szarpanie przez kilka minut… Polecam wszystkim.	He is the best specialist in this industry in Wrocław. Admittedly, he can sometimes come across as terribly artificial with that smile of his and his use of diminutives—probably due to routine; the important thing is that he tries to create a good atmosphere. Most of his patients are children, and after over a decade of working with them, you’d probably be smiling through gritted teeth too ;) As for the use of force, I consider that an advantage. In a few cases, by applying more force, he performed certain procedures more efficiently with a decisive movement, such as removing an archwire. I prefer that over tugging for several minutes… I recommend him to everyone.	2025-08-22T13:45:13.624552
104	104	medycyna	Leczyłem u pana Jana Kowalskiego dwa zęby i jestem zadowolony nie tylko z efektów leczenia, ale – co również ważne – z całego procesu leczenia, w którym byłem informowany o przebiegu, zagrożeniach i powodzeniu leczenia. To wszystko powodowało, że czułem się spokojny o swoje zdrowie i uzębienie. Polecam osobom, które cenią profesjonalizm.	I was treated by Mr. Jan Kowalski for two teeth, and I am satisfied not only with the results of the treatment but also—which is equally important—with the entire treatment process, during which I was kept informed about the progress, risks, and success of the treatment. All of this made me feel at ease about my health and dental care. I recommend him to those who value professionalism.	2025-08-23T10:41:21.044215
103	103	medycyna	Dobre podejście do pacjenta, miły i sympatyczny człowiek. Do tego nie zdziera nadmiernie – byłem w prywatnym gabinecie. Podobało mi się, że pan doktor przyznawał się, że czegoś nie wie – „ja się na tym nie znam, to nie moja działka” – dla mnie to plus i to duży. Postawił dobrą diagnozę, zawsze był gotowy do konsultacji przez telefon; bywało, że dzwoniłem, bo czegoś tam nie wiedziałem. Daję czwórkę z plusem, bo pierwsza kuracja była nieskuteczna – ostre zapalenie prostaty – za drugim razem poszło już bardzo dobrze.	"A good approach to the patient, a nice and friendly person. On top of that, he doesn't overcharge – I was at a private practice. I liked that the doctor admitted when he didn't know something – ""I'm not an expert in that, it's not my field"" – for me, that's a plus and a big one. He made a good diagnosis and was always available for phone consultations; sometimes I called because I didn't know something. I give a four with a plus because the first treatment was ineffective – acute prostatitis – but the second time went very well."	2025-08-23T10:41:26.087821
105	105	medycyna	Na początku pani doktor nie była zbyt sympatyczna, ale z czasem to się zmieniło. Bardzo negatywne wrażenie wywarło na mnie to, że spóźniła się 15 minut, a nawet nie przeprosiła mnie za to. Co do wywiadu nie mam zastrzeżeń, doktor udzieliła mi wyczerpujących odpowiedzi na moje pytania. Niemniej jednak następnym razem wybiorę innego lekarza.	At first, the doctor wasn't very friendly, but that changed over time. I was very negatively impressed by the fact that she was 15 minutes late and didn't even apologize for it. As for the consultation, I have no complaints; the doctor provided me with thorough answers to my questions. Nevertheless, next time I will choose a different doctor.	2025-08-23T10:41:55.128674
106	106	medycyna	Witam, moja córka nosi aparat od roku i poprawa słabo idzie. Z tym że nosiła aparat jako dziecko, więc zgryz ogólnie prosty, tyle że zęby niepoukładane. Samo leczenie trwa bardzo długo, pani doktor ma na każdej wizycie inne zdanie na temat leczenia, a gdy byłyśmy na pierwszą wizytę, to byłam zachwycona – usłyszałam o przebiegu noszenia aparatu, by nie wyrywać zębów, bo rozszerzy się podniebienie, potem o specjalnej masce do noszenia, a teraz nie znam procesu leczenia, a nie ma nic z tych rzeczy, o których wcześniej była mowa. Wybieramy się na konsultacje do innego ortodonty i zastanawiam się nad zmianą gabinetu dla córki. Zdecydowanie nie polecam!	Hello, my daughter has been wearing braces for a year and the progress is slow. However, she wore braces as a child, so her bite is generally straight, but her teeth are misaligned. The treatment itself is taking a very long time, and the doctor has a different opinion about the treatment at every visit. When we went for the first appointment, I was delighted – I was told about the course of wearing braces, about not extracting teeth because the palate would be expanded, then about a special mask to wear, and now I don't know the treatment process, and none of the things mentioned earlier are happening. We are going for a consultation with another orthodontist, and I am considering changing the clinic for my daughter. I definitely do not recommend it!	2025-08-23T10:42:02.549512
108	108	medycyna	Byłam na wizycie u Pana doktora we wrześniu 2015 roku. To bardzo konkretny i rzeczowy lekarz. Po zapoznaniu się z dokumentacją lekarską zalecił usunięcie tętniaka i dał skierowanie do szpitala. Co z tego mamy? Styczeń 2016, a ja w dalszym ciągu czekam na termin, chociaż na skierowaniu napisał „pilne”. Mogę go polecić każdemu, kto boryka się z tętniakami.	"I had an appointment with the doctor in September 2015. He is a very precise and matter-of-fact physician. After reviewing the medical records, he recommended the removal of the aneurysm and gave me a referral to the hospital. What came of it? It's January 2016, and I am still waiting for an appointment, even though he wrote ""urgent"" on the referral. I can recommend him to anyone dealing with aneurysms."	2025-08-23T10:42:31.609656
107	107	medycyna	Przez dwa lata odwiedzałem różnych specjalistów, oczywiście prywatnie, bo na kasę to może by jeszcze pięć lat brakło. Boląca stopa już zaczęła niestety gnić; nie mogłem już chodzić, a mam 35 lat. Dowiedziałem się o doktorze Zielonce. Po 4 miesiącach mogłem dzieci wozić na sankach, biegłem jak najszybciej tylko mogłem, byłem szczęśliwy. Doktora Jana Kowalskiego odwiedzam regularnie co 2 miesiące, w lipcu będzie rok. Jest najlepszy i polecam naprawdę. Oby żył jak najdłużej, takich wielkich jest naprawdę mało.	For two years, I visited various specialists, of course privately, because with the public healthcare system, it might have taken another five years. Unfortunately, my painful foot had already started to rot; I couldn't walk anymore, and I'm 35 years old. I found out about Dr. Zielonka. After 4 months, I was able to take my kids sledding, I ran as fast as I could, I was happy. I visit Dr. Jan Kowalski regularly every 2 months, and in July, it will be a year. He is the best, and I truly recommend him. May he live as long as possible; there are really very few such great ones.	2025-08-23T10:42:36.820149
109	109	medycyna	Chciałem otrzymać receptę na Viagrę od doktora, bo bałem się z internetu. Ale nic z tego. Musiałem zrobić badania i zaliczyć konsultację u prof. Anny Kowalskiej, internisty w sąsiednim gabinecie, gdzie otrzymałem lek na trójglicerydy. Doktor wyjaśnił, że to normalna procedura, bo problemy seksualne nie biorą się „z sufitu”, tylko z zakłócenia pracy organizmu. Doktor faktycznie nie jest tani i zleca drogie badania, ale co do rzetelności mam jak najlepszą opinię. A widziałem wiele w Służbie Zdrowia, zwłaszcza na Lutyckiej... Poza tym czuję się życzliwość, taką ludzką, co jest sprawą nie byle jaką.	"I wanted to get a Viagra prescription from the doctor because I was afraid to get it online. But it didn't work out that way. I had to undergo tests and have a consultation with Prof. Anna Kowalska, an internist in the neighboring office, where I received medication for triglycerides. The doctor explained that this is a standard procedure because sexual problems don't come ""out of the blue"" but from disruptions in the body's functioning. The doctor is indeed not cheap and orders expensive tests, but I have the highest opinion of their thoroughness. And I've seen a lot in the healthcare system, especially on Lutycka Street... Besides, I feel a sense of kindness, a human touch, which is no small matter."	2025-08-23T10:43:11.898749
110	110	medycyna	Zdecydowanie odradzam wizytę u tej osoby. Trudno ocenić wiedzę fachową pani doktor, bo nie dzieli się nią z pacjentem w najmniejszym stopniu. Zgadzam się z koleżankami, że jakiekolwiek pytanie zadane tej zimnej i zgorzkniałej kobiecie kończy się złośliwą, nierzadko chamską, lakoniczną odpowiedzią. Pani doktor w ciągu 5 minut wizyty zdiagnozowała moją chorobę, nie tłumacząc, skąd się wzięła, czym grozi i na czym polega. Pytania spotkały się z niechęcią i straszeniem mnie, że zapadłam na ciężką chorobę... Po wizycie wybiegłam z gabinetu z płaczem i został mi internet, gdzie dowiedziałam się, że jest to nieszkodliwa, dość pospolita przypadłość. Oczywiście jak najszybciej przeniosłam się do innego lekarza. Zdecydowanie odradzam kontakt z tą panią!!!	I strongly advise against visiting this person. It is difficult to assess the professional knowledge of the doctor because she does not share it with the patient in the slightest. I agree with other reviewers that any question asked to this cold and bitter woman ends with a malicious, often rude, and laconic response. The doctor diagnosed my condition within 5 minutes of the visit, without explaining where it came from, what the risks were, or what it entailed. My questions were met with reluctance and threats that I had contracted a serious illness... After the visit, I ran out of the office in tears and turned to the internet, where I learned that it was a harmless, fairly common condition. Of course, I switched to another doctor as soon as possible. I strongly advise against any contact with this woman!!!	2025-08-23T10:43:15.947432
112	112	medycyna	Na razie sieć umie rozpoznawać 33 gatunki, w tym bakterii tlenowych i beztlenowych, a także pojedyncze gatunki grzybów drożdżopodobnych. To jednak dopiero wstęp do dalszych badań. „Wszystko zależy od baz danych, na których pracujemy. Jeśli zbiór będzie duży, sieć będzie myliła się bardzo rzadko, nawet przy zwiększonej liczbie analizowanych gatunków” – mówi dr Jan Kowalski. Na razie algorytm jest w stanie określić, z jakim gatunkiem ma do czynienia, gdy analizuje obraz zawierający tylko jeden typ mikroorganizmu. Etapy namnażania i izolowania są więc nadal konieczne. Kolejnym krokiem będzie jednak nauczenie algorytmu rozpoznawania bakterii znacznie szybciej – bezpośrednio w materiale pobranym od pacjenta. Zdaniem naukowców z UJ jest to wykonalne. Wymaga jednak rozbudowania bazy danych i dalszych prac nad zaproponowanym rozwiązaniem.	"For now, the network can recognize 33 species, including aerobic and anaerobic bacteria, as well as individual species of yeast-like fungi. However, this is just the beginning of further research. ""Everything depends on the databases we work with. If the dataset is large, the network will make very few mistakes, even with an increased number of analyzed species,"" says Dr. Jan Kowalski. Currently, the algorithm can determine which species it is dealing with when analyzing an image containing only one type of microorganism. Therefore, the stages of culturing and isolating are still necessary. The next step, however, will be teaching the algorithm to recognize bacteria much faster—directly in the sample taken from the patient. According to the researchers from Jagiellonian University, this is feasible. However, it requires expanding the database and further work on the proposed solution."	2025-08-23T10:43:56.042447
111	111	medycyna	Prof. Jan Kowalski w latach 1974–1984 zajmował kierownicze stanowiska w szwajcarskich szpitalach w Aarau i Lozannie, a w latach 1991–1995 był konsultantem w Polsce w ramach programu rządu Szwajcarii „Europa Środkowa i Wschodnia”. Obecnie uczestniczy w polskim programie „Bezpieczny pacjent – bezpieczny lekarz”, zainicjowanym przez krakowskie wydawnictwo „Medycyna Praktyczna”. Projekt ten jest wzorowany m.in. na doświadczeniach amerykańskiego ruchu na rzecz ujawniania błędów medycznych „Sorry Works!” („Przykro mi, działa”). Podczas krakowskiej sesji „Dusza i ciało” Jan Kowalski promował tam także swoją najnowszą książkę „Wędrówki pod znakiem Skorpiona. Doświadczenia i dylematy lekarskie” (wyd. „Medycyna Praktyczna”). W książce tej Jan Kowalski opowiada o swoim życiu i doświadczeniach zawodowych – najpierw w Polsce, a następnie – od lat 70. ub. wieku – za granicą, głównie w Szwajcarii i USA, oraz przedstawia swoje refleksje na temat poprawienia relacji lekarz–pacjent.	"From 1974 to 1984, Prof. Jan Kowalski held leadership positions in Swiss hospitals in Aarau and Lausanne, and from 1991 to 1995, he served as a consultant in Poland under the Swiss government's program ""Central and Eastern Europe."" He currently participates in the Polish program ""Safe Patient – Safe Doctor,"" initiated by the Krakow-based publishing house ""Medycyna Praktyczna."" This project is modeled in part on the experiences of the American medical error disclosure movement ""Sorry Works!"" During the Krakow session ""Soul and Body,"" Jan Kowalski also promoted his latest book, ""Wanderings Under the Sign of Scorpio: Medical Experiences and Dilemmas"" (published by ""Medycyna Praktyczna""). In this book, Jan Kowalski recounts his life and professional experiences—first in Poland and then, from the 1970s onward, abroad, primarily in Switzerland and the USA—and shares his reflections on improving the doctor-patient relationship."	2025-08-23T10:43:57.966922
114	114	medycyna	Po wizycie u pani doktor z moim pięcioletnim synkiem powróciła mi wiara w lekarzy. Doktor z powołania wyczerpująco objaśniła, co dziecku dolega, od razu zbadała synowi słuch i nakierowała na właściwe leczenie. Syn miał lekki niedosłuch po przebytym zapaleniu ucha. Na wizytę zdecydowałam się po wizycie u innego laryngologa, który mnie tylko nastraszył i wmawiał, że konieczne jest usunięcie trzeciego migdałka. Pani doktor stanowczo ten zabieg odradziła i uspokoiła moje skołatane nerwy. Zdecydowanie polecam panią doktor, ma świetne podejście, ogromną wiedzę i świetny nowoczesny sprzęt. Synek czuje się lepiej, zapisane leki pomogły, słyszy już prawie normalnie. Oby więcej takich lekarzy!	After visiting the doctor with my five-year-old son, my faith in doctors has been restored. A true doctor by calling, she thoroughly explained what was troubling my child, immediately examined his hearing, and directed us toward the right treatment. My son had mild hearing loss after a previous ear infection. I decided on this visit after seeing another ENT specialist who only scared me and insisted that removing the adenoids was necessary. The doctor firmly advised against this procedure and calmed my frayed nerves. I highly recommend this doctor—she has a great approach, extensive knowledge, and excellent modern equipment. My son is feeling better, the prescribed medication has helped, and his hearing is almost back to normal. I wish there were more doctors like her!	2025-08-23T10:44:34.680102
113	113	medycyna	Aby święta były bardziej zdrowe i dietetyczne, specjalistka od żywienia radzi m.in., żeby zamiast smażenia pewnych tradycyjnych potraw, np. karpia, przygotować go, piekąc w folii w piekarniku. W świątecznej diecie na ogół brakuje też dużych ilości warzyw, które na świątecznym stole raczej nie występują, dlatego – jej zdaniem – warto, żeby pojawiła się na nim sałatka warzywna, ale nie doprawiana majonezem, który zawiera duże ilości tłuszczu, ale np. jogurtem naturalnym. „Starajmy się, żeby świątecznym daniom dodatkowo nie dokładać większej ilości tłuszczu i kalorii” – zaznaczyła Anna Kowalska. Problemy spowodowane przejedzeniem i ciężkostrawnymi świątecznymi specjałami dotykają wszystkich: zgaga, niestrawność, bóle brzucha, wzdęcia, zaparcia. Ale – zdaniem dietetyczki – możemy sobie z nimi poradzić.	"To make the holidays healthier and more diet-friendly, a nutrition specialist advises, among other things, that instead of frying certain traditional dishes, such as carp, prepare it by baking it in foil in the oven. The holiday diet generally also lacks large amounts of vegetables, which are not typically present on the holiday table, so—in her opinion—it is worth including a vegetable salad, but not dressed with mayonnaise, which contains large amounts of fat, but rather, for example, with plain yogurt. ""Let's try not to add extra fat and calories to holiday dishes,"" emphasized Anna Kowalska. Problems caused by overeating and heavy, hard-to-digest holiday delicacies affect everyone: heartburn, indigestion, stomach aches, bloating, constipation. But—according to the dietitian—we can deal with them."	2025-08-23T10:44:37.084959
116	116	medycyna	Normalny pediatra ani nie zachwyca, ani nie odstrasza. Wyniki obejrzy, leki przepisze. Drugi raz bym nie zapłaciła. Państwowo ok. Prywatnie oczekuje od lekarza wyjaśnień i pełnych odpowiedzi na nurtujące pytania. Tego mi zabrakło. Pani doktor szukała również w telefonie właściwego leku i dawki na chorobę z zakresu jej specjalizacji z chorób zakaźnych. Moja obserwacja oraz to, co słyszałam z ust pani doktor w trakcie wizyty, wywołało u mnie odczucie braku doświadczenia pani doktor w tym obszarze, ale w końcu pani doktor mogła się tylko upewniać.	A regular pediatrician is neither impressive nor off-putting. They will review the results and prescribe medication. I wouldn't pay for a second visit. In the public healthcare system, it's acceptable. Privately, I expect explanations and thorough answers to my pressing questions from the doctor. That's what I missed. The doctor was also searching on her phone for the right medication and dosage for a disease within her specialization in infectious diseases. My observation and what I heard from the doctor during the visit gave me the impression that she lacked experience in this area, but in the end, she might have just been double-checking.	2025-08-23T10:45:10.828597
115	115	medycyna	Można go określić tylko w jeden sposób – to oszust i naciągacz. Chodziłam do niego na laserową depilację przez prawie dwa lata – gdy po tym czasie uznałam, że nie ma żadnego efektu, najpierw kazał mi zrobić badanie testosteronu (co już wydało mi się bzdurą). Na pytanie, czemu nie zaczęliśmy od takiego badania, jeśli wynik ma jakieś znaczenie dla powodzenia, powiedział, że nie chciał mnie narażać na dodatkowe koszty bez potrzeby (badanie testosteronu – 30–40 zł; każda wizyta u niego – 10 razy więcej). Badanie wykazało wynik w dolnej granicy normy – na co „lekarz” zmienił ton i stwierdził, że chyba jestem nienormalna, skoro myślałam, że on mi zagwarantuje, że będzie jakikolwiek efekt. Poza tym zero szacunku dla pacjenta – o tym, że na wizytę się spóźni, bądź w ogóle się nie pojawi, dowiadywałam się przed drzwiami gabinetu.	"There is only one way to describe him – he is a fraud and a swindler. I went to him for laser hair removal for almost two years – when after that time I concluded there was no effect, he first told me to get a testosterone test (which already seemed like nonsense to me). When I asked why we hadn’t started with such a test if the result had any significance for the success, he said he didn’t want to expose me to unnecessary additional costs (a testosterone test – 30–40 zł; each visit to him – 10 times more). The test showed a result at the lower limit of normal – to which the ""doctor"" changed his tone and stated that I must be abnormal if I thought he had guaranteed me any effect. Besides, zero respect for the patient – I would find out that he was running late for an appointment or not showing up at all right in front of the office door."	2025-08-23T10:45:16.636913
118	118	medycyna	Pytanie do Pani, która dodała swoją opinię w dniu 16.08.2010. Na jakiej podstawie ocenia Pani lekarza specjalistę ginekologa? Czy jest Pani prof. n. med. z zakresu ginekologii? Ponieważ tacy ludzie oceniają i przyznają specjalizację; nie sądzę, ponieważ ze znajomości Pani ortografii wynika, że nie ukończyła Pani szkoły powszechnej. Smutne.	Question for the lady who posted her review on August 16, 2010. On what basis are you evaluating the specialist gynecologist? Are you a professor of medicine in the field of gynecology? Because it is such people who evaluate and grant specialization; I don't think so, because based on your spelling, it appears you did not complete elementary school. Sad.	2025-08-23T10:45:47.283049
117	117	medycyna	Ja również jestem zmuszona dołączyć do grona niezadowolonych pacjentów. Dwa lata temu miałam operowany przez doktora nos, niestety od pierwszej wizyty odczułam jego lekceważący stosunek do mnie. Efekt jest widoczny, natomiast nos jest niesymetryczny z jakąś dużą wypukłością, która miała się „wchłonąć”. Z całą pewnością nie był to zabieg warty 5000 zł. Odradzam. Nie tylko kiepski chirurg, ale i kiepska osobowość.	"I am also forced to join the ranks of dissatisfied patients. Two years ago, I had my nose operated on by the doctor; unfortunately, from the very first visit, I felt his dismissive attitude toward me. The result is visible, but the nose is asymmetrical with some large protrusion that was supposed to ""be absorbed."" It was definitely not a procedure worth 5000 zł. I do not recommend it. Not only a poor surgeon but also a poor personality."	2025-08-23T10:45:48.607702
119	119	medycyna	Byłam wczoraj pierwszy raz i oprócz tego, że się spóźniłam, a opóźnienie wejścia trwało 1,5 godziny, to mogę póki co powiedzieć, że polecam. Pani doktor choć nie musiała, przejrzała stertę moich świstków z wynikami różnych (nawet niepotrzebnych) badań, proponowała przyjście do szpitala lub przychodni, żebym nie robiła płatnych badań. Póki co jestem zadowolona, zobaczymy, jak będzie z dalszym leczeniem. Pozdrawiam, Anna Kowalska.	I was there for the first time yesterday, and aside from the fact that I was late and the entry delay lasted 1.5 hours, I can say for now that I recommend it. The doctor, even though she didn’t have to, went through a pile of my papers with results from various (even unnecessary) tests and suggested I come to the hospital or clinic so I wouldn’t have to pay for tests. For now, I am satisfied—we’ll see how the further treatment goes. Best regards, Anna Kowalska.	2025-08-23T10:46:19.760912
120	120	medycyna	Leczenie należy zacząć od zmiany diety; powinna to być dieta niskopurynowa, polegająca na mniejszym spożyciu mięsa, podrobów i owoców morza, a także alkoholu i produktów zawierających fruktozę. „W ten sposób można jednak obniżyć poziom kwasu moczowego o 10–15 proc., dlatego jeśli okaże się to niewystarczające, konieczne jest leczenie farmakologiczne” – powiedziała profesor Anna Kowalska. Farmakoterapia polega głównie na użyciu leku blokującego aktywność oksydazy ksantynowej, który obniża stężenie kwasu moczowego. „Leczenie rozpoczyna się od małej dawki 100–200 mg/dobę i zwiększa się do dawki maksymalnej 700–900 mg/dobę, jeśli jest to konieczne. Na ogół wystarczająca jest tzw. dawka podtrzymująca wynosząca 300–600 mg/dobę” – tłumaczyła profesor Anna Kowalska.	"Treatment should begin with a change in diet; it should be a low-purine diet, involving reduced consumption of meat, offal, seafood, as well as alcohol and products containing fructose. ""However, this can lower uric acid levels by 10–15 percent, so if it proves insufficient, pharmacological treatment is necessary,"" said Professor Anna Kowalska. Pharmacotherapy mainly involves the use of a drug that blocks the activity of xanthine oxidase, which reduces uric acid concentration. ""Treatment starts with a low dose of 100–200 mg/day and is increased to a maximum dose of 700–900 mg/day if necessary. Generally, the so-called maintenance dose of 300–600 mg/day is sufficient,"" explained Professor Anna Kowalska."	2025-08-23T10:46:25.928005
